-4.093263549804687500e+02 -6.796440124511718750e+01 6.755737304687500000e+01
-3.944669494628906250e+02 -8.500346374511718750e+01 4.889558792114257812e+01
-4.466625671386718750e+02 -5.825582885742187500e+01 -5.959169769287109375e+01
-4.355137329101562500e+02 -8.656661224365234375e+01 1.910834121704101562e+01
-4.297583618164062500e+02 -8.517137145996093750e+01 1.072534942626953125e+01
-4.197994079589843750e+02 -7.137952423095703125e+01 6.278938293457031250e+01
-3.297068176269531250e+02 -7.093244171142578125e+01 3.424383878707885742e+00
-4.652981872558593750e+02 -6.109394073486328125e+01 3.726763534545898438e+01
-4.026665039062500000e+02 -8.270727539062500000e+01 5.543254852294921875e+01
-4.355974426269531250e+02 -8.689446258544921875e+01 1.529140663146972656e+01
-3.405077209472656250e+02 -7.818463134765625000e+01 2.523857593536376953e+00
-3.947261352539062500e+02 -9.802166748046875000e+01 1.291577053070068359e+01
-3.761510009765625000e+02 -6.035991287231445312e+01 7.294628906250000000e+01
-4.380437011718750000e+02 -8.077055358886718750e+01 2.580321884155273438e+01
-4.416426696777343750e+02 -8.420218658447265625e+01 -7.762657642364501953e+00
-3.672935485839843750e+02 -6.872575378417968750e+01 6.184408950805664062e+01
-3.634594421386718750e+02 -6.534429168701171875e+01 -5.098984527587890625e+01
-4.364693298339843750e+02 -8.944283294677734375e+01 1.907165336608886719e+01
-3.981627807617187500e+02 -9.406204986572265625e+01 2.326601219177246094e+01
-3.588833923339843750e+02 -6.876800537109375000e+01 -4.893566131591796875e+01
-3.561053161621093750e+02 -8.207096099853515625e+01 -1.333511734008789062e+01
-4.309658203125000000e+02 -8.622795867919921875e+01 7.705624103546142578e+00
-4.130828857421875000e+02 -7.697428131103515625e+01 -5.497098159790039062e+01
-3.962478332519531250e+02 -8.793916320800781250e+01 2.132394027709960938e+01
-3.339277954101562500e+02 -6.565042877197265625e+01 7.117660522460937500e+00
-4.277727966308593750e+02 -8.556213378906250000e+01 1.469017791748046875e+01
-4.033703308105468750e+02 -6.177705001831054688e+01 7.230329132080078125e+01
-4.233672180175781250e+02 -9.459986114501953125e+01 1.281744003295898438e+00
-4.364755859375000000e+02 -8.500753021240234375e+01 4.807693958282470703e+00
-4.416678771972656250e+02 -7.791083526611328125e+01 2.722109031677246094e+01
-3.354465332031250000e+02 -6.462921905517578125e+01 8.232148170471191406e+00
-4.202950134277343750e+02 -9.414060974121093750e+01 2.574306106567382812e+01
-3.565367431640625000e+02 -7.340053558349609375e+01 -4.004711151123046875e+01
-4.347330932617187500e+02 -8.452924346923828125e+01 7.221651554107666016e+00
-4.138601989746093750e+02 -7.608691406250000000e+01 5.346957778930664062e+01
-3.550398864746093750e+02 -5.137797164916992188e+01 6.292743301391601562e+01
-4.128579711914062500e+02 -6.734183502197265625e+01 6.489076995849609375e+01
-4.321985473632812500e+02 -8.794277954101562500e+01 -9.870976448059082031e+00
-4.236788635253906250e+02 -8.187496185302734375e+01 -3.464122390747070312e+01
-3.603325500488281250e+02 -6.541032409667968750e+01 5.384290313720703125e+01
-4.278200378417968750e+02 -9.078946685791015625e+01 -1.254176807403564453e+01
-4.669483032226562500e+02 -6.153759765625000000e+01 2.704981422424316406e+01
-4.070769958496093750e+02 -9.171111297607421875e+01 -2.815062904357910156e+01
-3.672337951660156250e+02 -6.411936950683593750e+01 6.925869750976562500e+01
-3.572597045898437500e+02 -7.389681243896484375e+01 -3.759022903442382812e+01
-4.354277038574218750e+02 -8.347366333007812500e+01 2.170491027832031250e+01
-3.805435791015625000e+02 -7.097895812988281250e+01 -6.696076202392578125e+01
-3.962426147460937500e+02 -9.020507049560546875e+01 -9.342394828796386719e+00
-4.455544433593750000e+02 -7.635675048828125000e+01 3.095084190368652344e+01
-3.528189086914062500e+02 -8.221072387695312500e+01 6.294149398803710938e+00
-3.355916748046875000e+02 -7.501554107666015625e+01 2.975760698318481445e+00
-3.980015258789062500e+02 -6.201876068115234375e+01 6.711351776123046875e+01
-4.223570861816406250e+02 -7.761118316650390625e+01 -5.287983703613281250e+01
-4.449169616699218750e+02 -8.803828430175781250e+01 -1.517021560668945312e+01
-4.139462280273437500e+02 -6.780175781250000000e+01 6.445483398437500000e+01
-3.307872009277343750e+02 -6.613637542724609375e+01 5.775280952453613281e+00
-4.108130187988281250e+02 -7.131118011474609375e+01 6.347886276245117188e+01
-3.917284545898437500e+02 -8.385294342041015625e+01 4.017163467407226562e+01
-4.017746582031250000e+02 -9.113442230224609375e+01 2.696642494201660156e+01
-4.465279846191406250e+02 -5.884912109375000000e+01 -6.492979431152343750e+01
-4.330384826660156250e+02 -8.407978820800781250e+01 -1.750561141967773438e+01
-3.824191894531250000e+02 -8.775406646728515625e+01 -1.614757537841796875e+01
-3.982680053710937500e+02 -7.901530456542968750e+01 5.937968063354492188e+01
-4.483305053710937500e+02 -8.000679779052734375e+01 -2.057171058654785156e+01
-3.273238525390625000e+02 -5.280453109741210938e+01 1.825229263305664062e+01
-4.383450622558593750e+02 -8.241024780273437500e+01 8.768539428710937500e+00
-3.332590637207031250e+02 -6.334836578369140625e+01 1.272070407867431641e+00
-4.223049011230468750e+02 -7.706906890869140625e+01 5.892259216308593750e+01
-4.151763610839843750e+02 -9.577893829345703125e+01 -1.045363903045654297e+01
-4.577689514160156250e+02 -6.281326675415039062e+01 3.315848541259765625e+01
-3.527414550781250000e+02 -7.148394012451171875e+01 -4.836859512329101562e+01
-4.212167968750000000e+02 -8.669354248046875000e+01 -3.914019393920898438e+01
-4.458534545898437500e+02 -5.882453536987304688e+01 5.690949249267578125e+01
-3.933647155761718750e+02 -9.307328796386718750e+01 -3.260152816772460938e+01
-4.401123352050781250e+02 -8.352332305908203125e+01 2.147880363464355469e+01
-4.091501770019531250e+02 -5.977831649780273438e+01 6.709728240966796875e+01
-4.128570861816406250e+02 -8.417705535888671875e+01 4.645502853393554688e+01
-3.598331298828125000e+02 -7.641516876220703125e+01 -3.262336730957031250e+01
-4.423221435546875000e+02 -8.081903076171875000e+01 2.378160476684570312e+01
-4.681941528320312500e+02 -5.074136352539062500e+01 4.316445922851562500e+01
-3.896598815917968750e+02 -5.216754531860351562e+01 7.453923034667968750e+01
-3.499149475097656250e+02 -7.367112731933593750e+01 4.399954605102539062e+01
-4.349199523925781250e+02 -8.208586120605468750e+01 -1.724286460876464844e+01
-4.468480224609375000e+02 -7.465713500976562500e+01 3.017543220520019531e+01
-3.788029174804687500e+02 -9.490042114257812500e+01 -2.229114341735839844e+01
-3.807506713867187500e+02 -9.524111175537109375e+01 -1.894108390808105469e+01
-4.319441528320312500e+02 -8.756249237060546875e+01 -1.941826629638671875e+01
-4.592937316894531250e+02 -6.346691894531250000e+01 3.033444976806640625e+01
-4.321489562988281250e+02 -8.472683715820312500e+01 -1.425316619873046875e+01
-3.523191833496093750e+02 -8.650499725341796875e+01 2.605472803115844727e+00
-3.592277832031250000e+02 -6.995448303222656250e+01 -5.081046295166015625e+01
-4.125679626464843750e+02 -7.851852416992187500e+01 -5.534138488769531250e+01
-4.116656494140625000e+02 -8.630651855468750000e+01 3.500559616088867188e+01
-4.128914184570312500e+02 -8.348387145996093750e+01 4.113580703735351562e+01
-3.417655639648437500e+02 -6.644689941406250000e+01 -4.435914230346679688e+01
-4.044126892089843750e+02 -5.857986068725585938e+01 7.598107910156250000e+01
-4.378509826660156250e+02 -8.915312194824218750e+01 -1.186727046966552734e+01
-4.427689819335937500e+02 -5.975642776489257812e+01 5.510754776000976562e+01
-4.026826782226562500e+02 -9.425045013427734375e+01 2.826601791381835938e+01
-4.137135314941406250e+02 -7.360037231445312500e+01 5.823970794677734375e+01
-3.621020507812500000e+02 -6.853351593017578125e+01 -5.083111190795898438e+01
-4.184014587402343750e+02 -8.150678253173828125e+01 5.292174530029296875e+01
